,index,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109,MFR MDL CODE,YEAR MFR,NAME,AircraftType,EngineType,AircraftAge,AircraftManufacturer,AircraftModel,S_Hour_departure,S_Hour_arrival,day_of_week,label
992,5505288,2019,4,12,3,2,2019-12-03,9E,20363,9E,N134EV,4931,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1966,902.0,16.0,16.0,1.0,1.0,0800-0859,55.0,957.0,1128.0,6.0,2118,1134.0,16.0,16.0,1.0,1.0,1100-1159,0.0,,0.0,152.0,152.0,91.0,1.0,585.0,3,0.0,0.0,0.0,0.0,16.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,8,11,1,76
1008,5667988,2019,4,12,3,2,2019-12-03,9E,20363,9E,N367CA,5251,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,1980,855.0,-5.0,0.0,0.0,-1.0,0900-0959,27.0,922.0,1031.0,5.0,2085,1036.0,-9.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,105.0,101.0,69.0,1.0,419.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390015,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2C10         ,9,10,1,77
1023,5218225,2019,4,12,3,2,2019-12-03,9E,20363,9E,N337PQ,5083,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2000,919.0,-1.0,0.0,0.0,-1.0,0900-0959,10.0,929.0,1025.0,15.0,2093,1040.0,-13.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,93.0,81.0,56.0,1.0,301.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,BANK OF UTAH TRUSTEE                              ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,9,10,1,78
1041,5353626,2019,4,12,3,2,2019-12-03,9E,20363,9E,N315PQ,4777,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2025,1010.0,25.0,25.0,1.0,1.0,0900-0959,11.0,1021.0,1304.0,5.0,2217,1309.0,12.0,12.0,0.0,0.0,1200-1259,0.0,,0.0,132.0,119.0,103.0,1.0,812.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,9,12,1,79
1051,5509177,2019,4,12,3,2,2019-12-03,9E,20363,9E,N836AY,5346,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2039,951.0,-8.0,0.0,0.0,-1.0,0900-0959,11.0,1002.0,1045.0,3.0,2118,1048.0,-30.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,79.0,57.0,43.0,1.0,255.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,9,11,1,80
1072,5506720,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8936A,5276,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2050,1137.0,87.0,87.0,1.0,5.0,1000-1059,11.0,1148.0,1231.0,5.0,2133,1236.0,63.0,63.0,1.0,4.0,1100-1159,0.0,,0.0,83.0,59.0,43.0,1.0,198.0,1,63.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,10,11,1,81
1079,5222052,2019,4,12,3,2,2019-12-03,9E,20363,9E,N819AY,5206,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2055,1146.0,91.0,91.0,1.0,6.0,1000-1059,24.0,1210.0,1308.0,7.0,2144,1315.0,91.0,91.0,1.0,6.0,1100-1159,0.0,,0.0,89.0,89.0,58.0,1.0,296.0,2,3.0,0.0,0.0,0.0,88.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,10,11,1,82
1089,5356776,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8839E,4864,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2064,1133.0,69.0,69.0,1.0,4.0,1000-1059,15.0,1148.0,1237.0,7.0,2160,1244.0,44.0,44.0,1.0,2.0,1200-1259,0.0,,0.0,96.0,71.0,49.0,1.0,264.0,2,0.0,0.0,0.0,0.0,44.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,10,12,1,83
1103,5355110,2019,4,12,3,2,2019-12-03,9E,20363,9E,N336PQ,4819,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2090,1059.0,9.0,9.0,0.0,0.0,1000-1059,21.0,1120.0,1357.0,21.0,2289,1418.0,9.0,9.0,0.0,0.0,1400-1459,0.0,,0.0,139.0,139.0,97.0,1.0,740.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,10,14,1,84
1106,5221672,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8980A,5195,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2095,1149.0,54.0,54.0,1.0,3.0,1000-1059,19.0,1208.0,1257.0,8.0,2174,1305.0,51.0,51.0,1.0,3.0,1200-1259,0.0,,0.0,79.0,76.0,49.0,1.0,228.0,1,0.0,0.0,0.0,0.0,51.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,10,12,1,85
1114,5220979,2019,4,12,3,2,2019-12-03,9E,20363,9E,N298PQ,5171,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2105,1320.0,135.0,135.0,1.0,9.0,1100-1159,18.0,1338.0,1422.0,9.0,2182,1431.0,129.0,129.0,1.0,8.0,1200-1259,0.0,,0.0,77.0,71.0,44.0,1.0,213.0,1,0.0,0.0,3.0,0.0,126.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,11,12,1,86
1125,5664270,2019,4,12,3,2,2019-12-03,9E,20363,9E,N923XJ,5428,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2120,1200.0,40.0,40.0,1.0,2.0,1100-1159,66.0,1306.0,1345.0,23.0,2204,1408.0,84.0,84.0,1.0,5.0,1200-1259,0.0,,0.0,84.0,128.0,39.0,1.0,187.0,1,0.0,21.0,44.0,0.0,19.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,11,12,1,87
1139,5667662,2019,4,12,3,2,2019-12-03,9E,20363,9E,N146PQ,5241,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2138,1152.0,14.0,14.0,0.0,0.0,1100-1159,32.0,1224.0,1335.0,8.0,2230,1343.0,33.0,33.0,1.0,2.0,1300-1359,0.0,,0.0,92.0,111.0,71.0,1.0,419.0,2,0.0,0.0,19.0,0.0,14.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,11,13,1,88
1168,5357601,2019,4,12,3,2,2019-12-03,9E,20363,9E,N307PQ,4886,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2170,1224.0,14.0,14.0,0.0,0.0,1200-1259,59.0,1323.0,1424.0,5.0,2265,1429.0,44.0,44.0,1.0,2.0,1300-1359,0.0,,0.0,95.0,125.0,61.0,1.0,269.0,2,0.0,0.0,30.0,0.0,14.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,12,13,1,89
1180,5220853,2019,4,12,3,2,2019-12-03,9E,20363,9E,N600LR,5168,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2179,1352.0,93.0,93.0,1.0,6.0,1200-1259,12.0,1404.0,1543.0,6.0,2309,1549.0,80.0,80.0,1.0,5.0,1400-1459,0.0,,0.0,130.0,117.0,99.0,1.0,718.0,3,0.0,0.0,6.0,0.0,74.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,14,1,90
1192,5357661,2019,4,12,3,2,2019-12-03,9E,20363,9E,N695CA,4887,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2186,1438.0,132.0,132.0,1.0,8.0,1200-1259,55.0,1533.0,1626.0,5.0,2269,1631.0,162.0,162.0,1.0,10.0,1300-1359,0.0,,0.0,83.0,113.0,53.0,1.0,292.0,2,0.0,0.0,47.0,0.0,115.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2006,DELTA AIR LINES INC                               ,5,5.0,13,BOMBARDIER INC                ,CL-600-2D24         ,12,13,1,91
1193,5505018,2019,4,12,3,2,2019-12-03,9E,20363,9E,N919XJ,4918,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2189,1247.0,18.0,18.0,1.0,1.0,1200-1259,38.0,1325.0,1423.0,7.0,2279,1430.0,31.0,31.0,1.0,2.0,1300-1359,0.0,,0.0,90.0,103.0,58.0,1.0,296.0,2,12.0,0.0,13.0,0.0,6.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,12,13,1,92
1194,5663789,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8928A,5414,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2190,1228.0,-2.0,0.0,0.0,-1.0,1200-1259,21.0,1249.0,1430.0,5.0,2331,1435.0,-16.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,81.0,67.0,41.0,1.0,264.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,12,14,1,93
1201,5217744,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8775A,5068,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2199,1247.0,8.0,8.0,0.0,0.0,1200-1259,11.0,1258.0,1422.0,7.0,2334,1429.0,-25.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,135.0,102.0,84.0,1.0,537.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,12,14,1,94
1204,5356794,2019,4,12,3,2,2019-12-03,9E,20363,9E,N902XJ,4865,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2201,1305.0,24.0,24.0,1.0,1.0,1200-1259,42.0,1347.0,1741.0,64.0,2474,1845.0,91.0,91.0,1.0,6.0,1700-1759,0.0,,0.0,213.0,280.0,174.0,1.0,1391.0,6,0.0,0.0,84.0,0.0,7.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,17,1,95
1216,5664753,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8896A,5443,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2219,1255.0,-4.0,0.0,0.0,-1.0,1200-1259,18.0,1313.0,1355.0,15.0,2302,1410.0,-12.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,83.0,75.0,42.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,12,14,1,96
1225,5507367,2019,4,12,3,2,2019-12-03,9E,20363,9E,N311PQ,5294,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2225,1304.0,-1.0,0.0,0.0,-1.0,1300-1359,20.0,1324.0,1432.0,4.0,2340,1436.0,-24.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,115.0,92.0,68.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,13,15,1,97
1235,5357028,2019,4,12,3,2,2019-12-03,9E,20363,9E,N195PQ,4871,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2246,1338.0,12.0,12.0,0.0,0.0,1300-1359,22.0,1400.0,1512.0,8.0,2354,1520.0,6.0,6.0,0.0,0.0,1500-1559,0.0,,0.0,108.0,102.0,72.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,13,15,1,98
1245,5505922,2019,4,12,3,2,2019-12-03,9E,20363,9E,N918XJ,5008,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2264,1340.0,-4.0,0.0,0.0,-1.0,1300-1359,9.0,1349.0,1520.0,4.0,2379,1524.0,-15.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,115.0,104.0,91.0,1.0,585.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,13,15,1,99
1293,5509518,2019,4,12,3,2,2019-12-03,9E,20363,9E,N920XJ,5356,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2320,1450.0,10.0,10.0,0.0,0.0,1400-1459,16.0,1506.0,1615.0,7.0,2419,1622.0,3.0,3.0,0.0,0.0,1600-1659,0.0,,0.0,99.0,92.0,69.0,1.0,419.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,14,16,1,100
1294,5353330,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8936A,4769,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2320,1503.0,23.0,23.0,1.0,1.0,1400-1459,32.0,1535.0,1642.0,8.0,2430,1650.0,20.0,20.0,1.0,1.0,1600-1659,0.0,,0.0,110.0,107.0,67.0,1.0,296.0,2,0.0,0.0,8.0,0.0,12.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,14,16,1,101
1295,5219427,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8839E,5120,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2322,1532.0,50.0,50.0,1.0,3.0,1400-1459,15.0,1547.0,1641.0,12.0,2422,1653.0,31.0,31.0,1.0,2.0,1600-1659,0.0,,0.0,100.0,81.0,54.0,1.0,266.0,2,0.0,0.0,0.0,0.0,31.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,14,16,1,102
1305,5507250,2019,4,12,3,2,2019-12-03,9E,20363,9E,N336PQ,5290,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,2335,1458.0,3.0,3.0,0.0,0.0,1400-1459,21.0,1519.0,1613.0,28.0,2434,1641.0,7.0,7.0,0.0,0.0,1600-1659,0.0,,0.0,99.0,103.0,54.0,1.0,213.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,14,16,1,103
1339,5666814,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8980A,5042,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2368,1524.0,-4.0,0.0,0.0,-1.0,1500-1559,18.0,1542.0,1630.0,16.0,2459,1646.0,-13.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,91.0,82.0,48.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,15,16,1,104
1348,5222435,2019,4,12,3,2,2019-12-03,9E,20363,9E,N311PQ,5216,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2377,1533.0,-4.0,0.0,0.0,-1.0,1500-1559,34.0,1607.0,1715.0,13.0,2489,1728.0,-1.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,112.0,115.0,68.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,15,17,1,105
1359,5504256,2019,4,12,3,2,2019-12-03,9E,20363,9E,N313PQ,4896,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2385,1541.0,-4.0,0.0,0.0,-1.0,1500-1559,9.0,1550.0,1637.0,9.0,2459,1646.0,-13.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,74.0,65.0,47.0,1.0,231.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,15,16,1,106
1366,5663719,2019,4,12,3,2,2019-12-03,9E,20363,9E,N602LR,5411,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2391,1652.0,61.0,61.0,1.0,4.0,1500-1559,34.0,1726.0,1835.0,11.0,2495,1846.0,71.0,71.0,1.0,4.0,1700-1759,0.0,,0.0,104.0,114.0,69.0,1.0,301.0,2,0.0,5.0,10.0,0.0,56.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,15,17,1,107
1367,5222936,2019,4,12,3,2,2019-12-03,9E,20363,9E,N320PQ,5231,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2395,1600.0,5.0,5.0,0.0,0.0,1500-1559,38.0,1638.0,1737.0,9.0,2485,1746.0,21.0,21.0,1.0,1.0,1700-1759,0.0,,0.0,90.0,106.0,59.0,1.0,335.0,2,0.0,0.0,21.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,15,17,1,108
1369,5665403,2019,4,12,3,2,2019-12-03,9E,20363,9E,N315PQ,5481,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2399,1550.0,-9.0,0.0,0.0,-1.0,1500-1559,20.0,1610.0,1652.0,9.0,2484,1701.0,-23.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,85.0,71.0,42.0,1.0,229.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,15,17,1,109
1374,5356544,2019,4,12,3,2,2019-12-03,9E,20363,9E,N349PQ,4858,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2402,1610.0,8.0,8.0,0.0,0.0,1600-1659,26.0,1636.0,1729.0,6.0,2489,1735.0,6.0,6.0,0.0,0.0,1700-1759,0.0,,0.0,87.0,85.0,53.0,1.0,254.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2015,BANK OF UTAH TRUSTEE                              ,5,5.0,4,BOMBARDIER INC                ,CL-600-2D24         ,16,17,1,110
1411,5356469,2019,4,12,3,2,2019-12-03,9E,20363,9E,N305PQ,4856,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,2461,1708.0,7.0,7.0,0.0,0.0,1700-1759,51.0,1759.0,1851.0,16.0,2554,1907.0,33.0,33.0,1.0,2.0,1800-1859,0.0,,0.0,93.0,119.0,52.0,1.0,273.0,2,0.0,7.0,26.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,17,18,1,111
1412,5221716,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8847A,5196,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2464,1711.0,7.0,7.0,0.0,0.0,1700-1759,21.0,1732.0,1916.0,12.0,2599,1928.0,9.0,9.0,0.0,0.0,1900-1959,0.0,,0.0,135.0,137.0,104.0,1.0,537.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,17,19,1,112
